radius,betti1_Snapshot,betti1_Gudhi
1.8138,0,0
1.8166,0,0
1.8193,0,0
1.8221,0,0
1.8248,0,0
1.8276,0,0
1.8303,0,0
1.8330,0,0
1.8358,0,0
1.8385,0,0
1.8412,0,0
1.8439,0,0
1.8466,0,0
1.8493,0,0
1.8520,0,0
1.8547,0,0
1.8574,0,0
1.8601,0,0
1.8628,0,0
1.8655,0,0
1.8682,0,0
1.8708,0,0
1.8735,0,0
1.8762,0,0
1.8788,0,0
1.8815,0,0
1.8841,0,0
1.8868,0,0
1.8894,0,0
1.8921,0,0
1.8947,0,0
1.8974,0,0
1.9000,0,0
1.9026,0,0
1.9053,0,0
1.9079,0,0
1.9105,0,0
1.9131,0,0
1.9157,0,0
1.9183,0,0
1.9209,0,0
1.9235,0,0
1.9261,0,0
1.9287,0,0
1.9313,0,0
1.9339,1,1
1.9365,2,2
1.9391,2,2
1.9416,2,2
1.9442,2,2
1.9468,2,2
1.9494,2,2
1.9519,2,2
1.9545,2,2
1.9570,2,2
1.9596,2,2
1.9621,2,2
1.9647,2,2
1.9672,2,2
1.9698,2,2
1.9723,2,2
1.9748,2,2
1.9774,2,2
1.9799,2,2
1.9824,2,2
1.9849,2,2
1.9875,2,2
1.9900,2,2
1.9925,2,2
1.9950,2,2
1.9975,2,2
2.0000,2,2
2.0025,2,2
2.0050,2,2
2.0075,2,2
2.0100,2,2
2.0125,2,2
2.0149,2,2
2.0174,2,2
2.0199,2,2
2.0224,2,2
2.0248,2,2
2.0273,2,2
2.0298,2,2
2.0322,2,2
2.0347,2,2
2.0372,2,2
2.0396,2,2
2.0421,2,2
2.0445,2,2
2.0469,2,2
2.0494,2,2
2.0518,2,2
2.0543,2,2
2.0567,2,2
2.0591,2,2
2.0616,2,2
2.0640,2,2
2.0664,2,2
2.0688,2,2
2.0712,2,2
2.0736,2,2
2.0761,2,2
2.0785,2,2
2.0809,2,2
2.0833,2,2
2.0857,2,2
2.0881,2,2
2.0905,2,2
2.0928,2,2
2.0952,2,2
2.0976,2,2
2.1000,2,2
2.1024,2,2
2.1048,2,2
2.1071,2,2
2.1095,2,2
2.1119,2,2
2.1142,2,2
2.1166,2,2
2.1190,2,2
2.1213,3,3
2.1237,3,3
2.1260,3,3
2.1284,3,3
2.1307,3,3
2.1331,3,3
2.1354,3,3
2.1378,3,3
2.1401,3,3
2.1424,3,3
2.1448,3,3
2.1471,3,3
2.1494,3,3
2.1517,3,3
2.1541,3,3
2.1564,3,3
2.1587,3,3
2.1610,3,3
2.1633,3,3
2.1656,3,3
2.1679,3,3
2.1703,3,3
2.1726,4,4
2.1749,4,4
2.1772,4,4
2.1794,4,4
2.1817,5,5
2.1840,5,5
2.1863,5,5
2.1886,5,5
2.1909,5,5
2.1932,5,5
2.1954,5,5
2.1977,5,5
2.2000,5,5
2.2023,5,5
2.2045,5,5
2.2068,5,5
2.2091,5,5
2.2113,5,5
2.2136,5,5
2.2159,5,5
2.2181,5,5
2.2204,5,5
2.2226,5,5
2.2249,5,5
2.2271,5,5
2.2293,5,5
2.2316,5,5
2.2338,5,5
2.2361,5,5
2.2383,5,5
2.2405,5,5
2.2428,5,5
2.2450,5,5
2.2472,6,6
2.2494,5,5
2.2517,5,5
2.2539,5,5
2.2561,5,5
2.2583,5,5
2.2605,5,5
2.2627,5,5
2.2650,5,5
2.2672,5,5
2.2694,6,6
2.2716,7,7
2.2738,7,7
2.2760,7,7
2.2782,7,7
2.2804,7,7
2.2825,7,7
2.2847,7,7
2.2869,7,7
2.2891,7,7
2.2913,7,7
2.2935,7,7
2.2956,7,7
2.2978,7,7
2.3000,7,7
2.3022,7,7
2.3043,7,7
2.3065,7,7
2.3087,7,7
2.3108,7,7
2.3130,7,7
2.3152,8,8
2.3173,9,9
2.3195,9,9
2.3216,9,9
2.3238,9,9
2.3259,9,9
2.3281,9,9
2.3302,9,9
2.3324,9,9
2.3345,9,9
2.3367,9,9
2.3388,9,9
2.3409,9,9
2.3431,9,9
2.3452,9,9
2.3473,9,9
2.3495,9,9
2.3516,9,9
2.3537,9,9
2.3558,11,11
2.3580,10,10
2.3601,10,10
2.3622,10,10
2.3643,10,10
2.3664,10,10
2.3685,10,10
2.3707,10,10
2.3728,10,10
2.3749,10,10
2.3770,10,10
2.3791,10,10
2.3812,10,10
2.3833,10,10
2.3854,10,10
2.3875,10,10
2.3896,10,10
2.3917,10,10
2.3937,10,10
2.3958,10,10
2.3979,10,10
2.4000,10,10
2.4021,12,12
2.4042,12,12
2.4062,12,12
2.4083,12,12
2.4104,12,12
2.4125,12,12
2.4145,12,12
2.4166,12,12
2.4187,12,12
2.4207,12,12
2.4228,12,12
2.4249,13,13
2.4269,12,12
2.4290,12,12
2.4310,12,12
2.4331,12,12
2.4352,12,12
2.4372,13,13
2.4393,13,13
2.4413,13,13
2.4434,13,13
2.4454,14,14
2.4474,14,14
2.4495,15,15
2.4515,15,15
2.4536,15,15
2.4556,15,15
2.4576,15,15
2.4597,15,15
2.4617,15,15
2.4637,15,15
2.4658,15,15
2.4678,15,15
2.4698,15,15
2.4718,15,15
2.4739,15,15
2.4759,16,16
2.4779,16,16
2.4799,16,16
2.4819,16,16
2.4839,17,17
2.4860,17,17
2.4880,18,18
2.4900,19,19
2.4920,20,20
2.4940,22,22
2.4960,22,22
2.4980,24,24
2.5000,26,26
2.5020,27,27
2.5040,26,26
2.5060,26,26
2.5080,26,26
2.5100,27,27
2.5120,27,27
2.5140,28,28
2.5159,28,28
2.5179,28,28
2.5199,28,28
2.5219,29,29
2.5239,29,29
2.5259,29,29
2.5278,29,29
2.5298,29,29
2.5318,30,30
2.5338,31,31
2.5357,31,31
2.5377,31,31
2.5397,31,31
2.5417,32,32
2.5436,32,32
2.5456,33,33
2.5475,33,33
2.5495,33,33
2.5515,34,34
2.5534,34,34
2.5554,35,35
2.5573,38,38
2.5593,38,38
2.5612,38,38
2.5632,38,38
2.5652,38,38
2.5671,38,38
2.5690,38,38
2.5710,39,39
2.5729,40,40
2.5749,40,40
2.5768,40,40
2.5788,40,40
2.5807,40,40
2.5826,40,40
2.5846,40,40
2.5865,40,40
2.5884,40,40
2.5904,40,40
2.5923,40,40
2.5942,40,40
2.5962,40,40
2.5981,40,40
2.6000,40,40
2.6019,40,40
2.6038,40,40
2.6058,40,40
2.6077,40,40
2.6096,40,40
2.6115,40,40
2.6134,40,40
2.6153,40,40
2.6173,40,40
2.6192,40,40
2.6211,40,40
2.6230,40,40
2.6249,41,41
2.6268,41,41
2.6287,41,41
2.6306,43,43
2.6325,43,43
2.6344,42,42
2.6363,42,42
2.6382,42,42
2.6401,42,42
2.6420,43,43
2.6439,43,43
2.6458,43,43
2.6476,43,43
2.6495,42,42
2.6514,44,44
2.6533,43,43
2.6552,44,44
2.6571,44,44
2.6589,44,44
2.6608,45,45
2.6627,45,45
2.6646,45,45
2.6665,45,45
2.6683,45,45
2.6702,45,45
2.6721,45,45
2.6739,45,45
2.6758,46,46
2.6777,46,46
2.6796,46,46
2.6814,46,46
2.6833,46,46
2.6851,46,46
2.6870,46,46
2.6889,46,46
2.6907,46,46
2.6926,46,46
2.6944,46,46
2.6963,46,46
2.6981,47,47
2.7000,47,47
2.7019,46,46
2.7037,46,46
2.7055,46,46
2.7074,45,45
2.7092,46,46
2.7111,46,46
2.7129,46,46
2.7148,47,47
2.7166,47,47
2.7185,46,46
2.7203,46,46
2.7221,47,47
2.7240,47,47
2.7258,47,47
2.7276,46,46
2.7295,45,45
2.7313,46,46
2.7331,46,46
2.7350,45,45
2.7368,45,45
2.7386,44,44
2.7404,43,43
2.7423,42,42
2.7441,41,41
2.7459,41,41
2.7477,41,41
2.7495,40,40
2.7514,40,40
2.7532,38,38
2.7550,38,38
2.7568,38,38
2.7586,38,38
2.7604,38,38
2.7622,38,38
2.7641,36,36
2.7659,36,36
2.7677,35,35
2.7695,33,33
2.7713,33,33
2.7731,34,34
2.7749,34,34
2.7767,35,35
2.7785,33,33
2.7803,34,34
2.7821,34,34
2.7839,33,33
2.7857,33,33
2.7875,33,33
2.7893,34,34
2.7911,34,34
2.7928,34,34
2.7946,34,34
2.7964,34,34
2.7982,34,34
2.8000,34,34
2.8018,34,34
2.8036,34,34
2.8054,35,35
2.8071,35,35
2.8089,35,35
2.8107,35,35
2.8125,35,35
2.8142,34,34
2.8160,35,35
2.8178,34,34
2.8196,34,34
2.8213,34,34
2.8231,34,34
2.8249,34,34
2.8267,33,33
2.8284,32,32
2.8302,32,32
2.8320,31,31
2.8337,31,31
2.8355,31,31
2.8373,30,30
2.8390,29,29
2.8408,29,29
2.8425,29,29
2.8443,29,29
2.8460,29,29
2.8478,29,29
2.8496,29,29
2.8513,29,29
2.8531,29,29
2.8548,28,28
2.8566,28,28
2.8583,29,29
2.8601,29,29
2.8618,29,29
2.8636,28,28
2.8653,27,27
2.8671,27,27
2.8688,25,25
2.8705,25,25
2.8723,22,22
2.8740,22,22
2.8758,23,23
2.8775,23,23
2.8792,23,23
2.8810,24,24
2.8827,23,23
2.8844,23,23
2.8862,23,23
2.8879,23,23
2.8896,24,24
2.8914,23,23
2.8931,23,23
2.8948,24,24
2.8965,24,24
2.8983,23,23
2.9000,22,22
2.9017,21,21
2.9034,20,20
2.9052,21,21
2.9069,21,21
2.9086,20,20
2.9103,20,20
2.9120,20,20
2.9138,20,20
2.9155,19,19
2.9172,18,18
2.9189,18,18
2.9206,18,18
2.9223,17,17
2.9240,18,18
2.9257,18,18
2.9275,18,18
2.9292,18,18
2.9309,18,18
2.9326,18,18
2.9343,18,18
2.9360,18,18
2.9377,17,17
2.9394,16,16
2.9411,16,16
2.9428,16,16
2.9445,18,18
2.9462,18,18
2.9479,17,17
2.9496,17,17
2.9513,17,17
2.9530,16,16
2.9547,16,16
2.9563,15,15
2.9580,15,15
2.9597,15,15
2.9614,15,15
2.9631,15,15
2.9648,15,15
2.9665,15,15
2.9682,15,15
2.9698,15,15
2.9715,16,16
2.9732,16,16
2.9749,17,17
2.9766,15,15
2.9783,15,15
2.9799,15,15
2.9816,14,14
2.9833,14,14
2.9850,14,14
2.9866,14,14
2.9883,14,14
2.9900,14,14
2.9917,13,13
2.9933,13,13
2.9950,14,14
2.9967,14,14
2.9983,14,14
3.0000,14,14
3.0017,14,14
3.0033,14,14
3.0050,14,14
3.0067,14,14
3.0083,14,14
3.0100,14,14
3.0116,13,13
3.0133,13,13
3.0150,13,13
3.0166,12,12
3.0183,12,12
3.0199,12,12
3.0216,12,12
3.0232,12,12
3.0249,12,12
3.0265,12,12
3.0282,12,12
3.0299,12,12
3.0315,12,12
3.0332,12,12
3.0348,12,12
3.0364,12,12
3.0381,12,12
3.0397,12,12
3.0414,12,12
3.0430,12,12
3.0447,12,12
3.0463,12,12
3.0480,12,12
3.0496,12,12
3.0512,12,12
3.0529,12,12
3.0545,12,12
3.0561,12,12
3.0578,12,12
3.0594,13,13
3.0610,13,13
3.0627,14,14
3.0643,14,14
3.0659,14,14
3.0676,14,14
3.0692,14,14
3.0708,14,14
3.0725,14,14
3.0741,14,14
3.0757,14,14
3.0773,13,13
3.0790,13,13
3.0806,13,13
3.0822,13,13
3.0838,13,13
3.0854,13,13
3.0871,14,14
3.0887,14,14
3.0903,14,14
3.0919,14,14
3.0935,14,14
3.0952,14,14
3.0968,14,14
3.0984,14,14
3.1000,14,14
3.1016,14,14
3.1032,14,14
3.1048,14,14
3.1064,14,14
3.1081,13,13
3.1097,12,12
3.1113,12,12
3.1129,12,12
3.1145,12,12
3.1161,12,12
3.1177,12,12
3.1193,12,12
3.1209,12,12
3.1225,12,12
3.1241,12,12
3.1257,12,12
3.1273,12,12
3.1289,12,12
3.1305,12,12
3.1321,12,12
3.1337,12,12
3.1353,12,12
3.1369,12,12
3.1385,12,12
3.1401,12,12
3.1417,12,12
3.1432,12,12
3.1448,12,12
3.1464,12,12
3.1480,12,12
3.1496,12,12
3.1512,12,12
3.1528,12,12
3.1544,12,12
3.1559,12,12
3.1575,12,12
3.1591,12,12
3.1607,12,12
3.1623,12,12
