radius,betti0_Snapshot,betti0_Ripser
8.8300,1,1
8.8400,1,1
8.8500,1,1
8.8600,1,1
8.8700,1,1
8.8800,1,1
8.8900,1,1
8.9000,1,1
8.9100,1,1
8.9200,1,1
8.9300,1,1
8.9400,1,1
8.9500,1,1
8.9600,1,1
8.9700,1,1
8.9800,1,1
8.9900,1,1
9.0000,1,1
9.0100,1,1
9.0200,1,1
9.0300,1,1
9.0400,1,1
9.0500,1,1
9.0600,1,1
9.0700,1,1
9.0800,1,1
9.0900,1,1
9.1000,1,1
9.1100,1,1
9.1200,1,1
9.1300,1,1
9.1400,1,1
9.1500,1,1
9.1600,1,1
9.1700,1,1
9.1800,1,1
9.1900,1,1
9.2000,1,1
9.2100,1,1
9.2200,1,1
9.2300,1,1
9.2400,1,1
9.2500,1,1
9.2600,1,1
9.2700,1,1
9.2800,1,1
9.2900,1,1
9.3000,1,1
9.3100,1,1
9.3200,1,1
9.3300,1,1
9.3400,1,1
9.3500,1,1
9.3600,1,1
9.3700,1,1
9.3800,1,1
9.3900,1,1
9.4000,1,1
9.4100,1,1
9.4200,1,1
9.4300,1,1
9.4400,1,1
9.4500,1,1
9.4600,1,1
9.4700,1,1
9.4800,1,1
9.4900,1,1
9.5000,1,1
9.5100,1,1
9.5200,1,1
9.5300,1,1
9.5400,1,1
9.5500,1,1
9.5600,1,1
9.5700,1,1
9.5800,1,1
9.5900,1,1
9.6000,1,1
9.6100,1,1
9.6200,1,1
9.6300,1,1
9.6400,1,1
9.6500,1,1
9.6600,1,1
9.6700,1,1
9.6800,1,1
9.6900,1,1
9.7000,1,1
9.7100,1,1
9.7200,1,1
9.7300,1,1
9.7400,1,1
9.7500,1,1
9.7600,1,1
9.7700,1,1
9.7800,1,1
9.7900,1,1
9.8000,1,1
9.8100,1,1
9.8200,1,1
9.8300,1,1
9.8400,1,1
9.8500,1,1
9.8600,1,1
9.8700,1,1
9.8800,1,1
9.8900,1,1
9.9000,1,1
9.9100,1,1
9.9200,1,1
9.9300,1,1
9.9400,1,1
9.9500,1,1
9.9600,1,1
9.9700,1,1
9.9800,1,1
9.9900,1,1
10.0000,1,1
