radius,betti1_Snapshot,betti1_Gudhi
1.3565,0,0
1.3601,0,0
1.3638,0,0
1.3675,0,0
1.3711,0,0
1.3748,0,0
1.3784,0,0
1.3820,0,0
1.3856,0,0
1.3892,0,0
1.3928,0,0
1.3964,0,0
1.4000,0,0
1.4036,0,0
1.4071,0,0
1.4107,0,0
1.4142,0,0
1.4177,0,0
1.4213,0,0
1.4248,0,0
1.4283,0,0
1.4318,0,0
1.4353,0,0
1.4387,0,0
1.4422,0,0
1.4457,0,0
1.4491,0,0
1.4526,0,0
1.4560,0,0
1.4595,0,0
1.4629,0,0
1.4663,0,0
1.4697,0,0
1.4731,0,0
1.4765,0,0
1.4799,0,0
1.4832,0,0
1.4866,0,0
1.4900,0,0
1.4933,0,0
1.4967,0,0
1.5000,0,0
1.5033,0,0
1.5067,0,0
1.5100,0,0
1.5133,0,0
1.5166,0,0
1.5199,0,0
1.5232,0,0
1.5264,0,0
1.5297,0,0
1.5330,0,0
1.5362,0,0
1.5395,0,0
1.5427,0,0
1.5460,0,0
1.5492,0,0
1.5524,0,0
1.5556,0,0
1.5588,0,0
1.5620,0,0
1.5652,0,0
1.5684,0,0
1.5716,0,0
1.5748,0,0
1.5780,0,0
1.5811,0,0
1.5843,0,0
1.5875,0,0
1.5906,0,0
1.5937,0,0
1.5969,0,0
1.6000,0,0
1.6031,0,0
1.6062,0,0
1.6093,0,0
1.6125,0,0
1.6155,0,0
1.6186,0,0
1.6217,0,0
1.6248,0,0
1.6279,0,0
1.6310,0,0
1.6340,0,0
1.6371,0,0
1.6401,0,0
1.6432,0,0
1.6462,0,0
1.6492,0,0
1.6523,0,0
1.6553,0,0
1.6583,0,0
1.6613,0,0
1.6643,0,0
1.6673,0,0
1.6703,0,0
1.6733,0,0
1.6763,0,0
1.6793,0,0
1.6823,0,0
1.6852,0,0
1.6882,0,0
1.6912,0,0
1.6941,0,0
1.6971,0,0
1.7000,0,0
1.7029,0,0
1.7059,0,0
1.7088,0,0
1.7117,0,0
1.7146,0,0
1.7176,0,0
1.7205,0,0
1.7234,0,0
1.7263,0,0
1.7292,0,0
1.7321,0,0
1.7349,0,0
1.7378,0,0
1.7407,0,0
1.7436,0,0
1.7464,0,0
1.7493,0,0
1.7521,0,0
1.7550,0,0
1.7578,0,0
1.7607,0,0
1.7635,0,0
1.7664,0,0
1.7692,0,0
1.7720,0,0
1.7748,0,0
1.7776,0,0
1.7804,0,0
1.7833,0,0
1.7861,0,0
1.7889,0,0
1.7916,0,0
1.7944,0,0
1.7972,0,0
1.8000,0,0
1.8028,0,0
1.8055,0,0
1.8083,0,0
1.8111,0,0
1.8138,0,0
1.8166,0,0
1.8193,0,0
1.8221,0,0
1.8248,0,0
1.8276,0,0
1.8303,0,0
1.8330,0,0
1.8358,0,0
1.8385,0,0
1.8412,0,0
1.8439,0,0
1.8466,0,0
1.8493,0,0
1.8520,0,0
1.8547,0,0
1.8574,0,0
1.8601,0,0
1.8628,0,0
1.8655,0,0
1.8682,0,0
1.8708,0,0
1.8735,0,0
1.8762,0,0
1.8788,0,0
1.8815,0,0
1.8841,0,0
1.8868,0,0
1.8894,0,0
1.8921,0,0
1.8947,0,0
1.8974,0,0
1.9000,0,0
1.9026,0,0
1.9053,0,0
1.9079,0,0
1.9105,0,0
1.9131,0,0
1.9157,0,0
1.9183,0,0
1.9209,0,0
1.9235,0,0
1.9261,0,0
1.9287,0,0
1.9313,0,0
1.9339,0,0
1.9365,0,0
1.9391,0,0
1.9416,0,0
1.9442,0,0
1.9468,0,0
1.9494,0,0
1.9519,0,0
1.9545,0,0
1.9570,0,0
1.9596,0,0
1.9621,0,0
1.9647,0,0
1.9672,0,0
1.9698,0,0
1.9723,0,0
1.9748,0,0
1.9774,0,0
1.9799,0,0
1.9824,0,0
1.9849,0,0
1.9875,0,0
1.9900,0,0
1.9925,0,0
1.9950,0,0
1.9975,0,0
2.0000,0,0
