radius,betti2_Snapshot,betti2_Ripser
2.1000,0,0
2.1100,0,0
2.1200,0,0
2.1300,0,0
2.1400,0,0
2.1500,0,0
2.1600,0,0
2.1700,0,0
2.1800,0,0
2.1900,0,0
2.2000,0,0
2.2100,0,0
2.2200,0,0
2.2300,0,0
2.2400,0,0
2.2500,0,0
2.2600,0,0
2.2700,0,0
2.2800,0,0
2.2900,0,0
2.3000,0,0
2.3100,0,0
2.3200,0,0
2.3300,0,0
2.3400,0,0
2.3500,0,0
2.3600,0,0
2.3700,0,0
2.3800,0,0
2.3900,0,0
2.4000,0,0
2.4100,0,0
2.4200,0,0
2.4300,0,0
2.4400,21,21
2.4500,21,21
2.4600,21,21
2.4700,21,21
2.4800,21,21
2.4900,21,21
2.5000,21,21
2.5100,21,21
2.5200,21,21
2.5300,21,21
2.5400,21,21
2.5500,21,21
2.5600,21,21
2.5700,21,21
2.5800,21,21
2.5900,21,21
2.6000,21,21
2.6100,21,21
2.6200,21,21
2.6300,21,21
2.6400,21,21
2.6500,21,21
2.6600,21,21
2.6700,21,21
2.6800,21,21
2.6900,21,21
2.7000,21,21
2.7100,21,21
2.7200,19,19
2.7300,19,19
2.7400,19,19
2.7500,19,19
2.7600,19,19
2.7700,19,19
2.7800,19,19
2.7900,19,19
2.8000,19,19
2.8100,19,19
2.8200,1,1
2.8300,1,1
2.8400,1,1
2.8500,1,1
2.8600,1,1
2.8700,1,1
2.8800,1,1
2.8900,1,1
2.9000,1,1
2.9100,1,1
2.9200,1,1
2.9300,1,1
2.9400,1,1
2.9500,1,1
2.9600,1,1
2.9700,1,1
2.9800,1,1
2.9900,1,1
3.0000,1,1
3.0100,1,1
3.0200,1,1
3.0300,1,1
3.0400,1,1
3.0500,1,1
3.0600,1,1
3.0700,1,1
3.0800,1,1
3.0900,1,1
3.1000,1,1
3.1100,1,1
3.1200,1,1
3.1300,1,1
3.1400,1,1
3.1500,1,1
3.1600,1,1
3.1700,1,1
3.1800,1,1
3.1900,1,1
3.2000,1,1
3.2100,1,1
3.2200,1,1
3.2300,1,1
3.2400,1,1
3.2500,1,1
3.2600,1,1
3.2700,1,1
3.2800,1,1
3.2900,1,1
3.3000,1,1
3.3100,1,1
3.3200,1,1
3.3300,1,1
3.3400,1,1
3.3500,1,1
3.3600,1,1
3.3700,1,1
3.3800,1,1
3.3900,1,1
3.4000,1,1
3.4100,1,1
3.4200,1,1
3.4300,1,1
3.4400,1,1
3.4500,1,1
3.4600,1,1
3.4700,1,1
3.4800,1,1
3.4900,1,1
3.5000,1,1
3.5100,1,1
3.5200,1,1
3.5300,1,1
3.5400,1,1
3.5500,1,1
3.5600,1,1
3.5700,1,1
3.5800,1,1
3.5900,1,1
3.6000,1,1
3.6100,1,1
3.6200,1,1
3.6300,1,1
3.6400,1,1
3.6500,1,1
3.6600,1,1
3.6700,1,1
3.6800,1,1
3.6900,1,1
3.7000,1,1
3.7100,1,1
3.7200,1,1
3.7300,1,1
3.7400,1,1
3.7500,1,1
3.7600,1,1
3.7700,1,1
3.7800,1,1
3.7900,1,1
3.8000,1,1
3.8100,1,1
3.8200,1,1
3.8300,1,1
3.8400,1,1
3.8500,1,1
3.8600,1,1
3.8700,1,1
3.8800,1,1
3.8900,1,1
3.9000,1,1
3.9100,1,1
3.9200,1,1
3.9300,1,1
3.9400,1,1
3.9500,1,1
3.9600,1,1
3.9700,1,1
3.9800,1,1
3.9900,1,1
4.0000,1,1
