radius,betti2_Snapshot,betti2_Gudhi
1.3565,0,0
1.3601,0,0
1.3638,0,0
1.3675,0,0
1.3711,0,0
1.3748,0,0
1.3784,0,0
1.3820,0,0
1.3856,0,0
1.3892,0,0
1.3928,0,0
1.3964,0,0
1.4000,0,0
1.4036,0,0
1.4071,0,0
1.4107,0,1
1.4142,0,1
1.4177,0,1
1.4213,0,1
1.4248,0,1
1.4283,0,1
1.4318,0,1
1.4353,0,1
1.4387,0,1
1.4422,0,1
1.4457,0,1
1.4491,0,1
1.4526,0,1
1.4560,0,1
1.4595,0,1
1.4629,0,1
1.4663,0,1
1.4697,0,1
1.4731,0,1
1.4765,0,1
1.4799,0,1
1.4832,0,1
1.4866,0,1
1.4900,0,1
1.4933,0,1
1.4967,0,1
1.5000,0,1
1.5033,0,1
1.5067,0,1
1.5100,0,1
1.5133,0,1
1.5166,0,1
1.5199,0,1
1.5232,0,1
1.5264,0,1
1.5297,0,1
1.5330,0,1
1.5362,0,1
1.5395,0,1
1.5427,0,1
1.5460,0,1
1.5492,0,1
1.5524,0,1
1.5556,0,1
1.5588,0,1
1.5620,21,1
1.5652,21,1
1.5684,21,1
1.5716,21,1
1.5748,21,1
1.5780,21,1
1.5811,21,1
1.5843,21,1
1.5875,21,1
1.5906,21,1
1.5937,21,1
1.5969,21,1
1.6000,21,1
1.6031,21,1
1.6062,21,1
1.6093,21,1
1.6125,21,1
1.6155,21,1
1.6186,21,1
1.6217,21,1
1.6248,21,1
1.6279,21,1
1.6310,21,1
1.6340,21,1
1.6371,21,1
1.6401,21,1
1.6432,21,1
1.6462,21,1
1.6492,21,1
1.6523,21,1
1.6553,21,1
1.6583,21,1
1.6613,21,1
1.6643,21,1
1.6673,21,1
1.6703,21,1
1.6733,21,1
1.6763,21,1
1.6793,1,1
1.6823,1,1
1.6852,1,1
1.6882,1,1
1.6912,1,1
1.6941,1,1
1.6971,1,1
1.7000,1,1
1.7029,1,1
1.7059,1,1
1.7088,1,1
1.7117,1,1
1.7146,1,1
1.7176,1,1
1.7205,1,1
1.7234,1,1
1.7263,1,1
1.7292,1,1
1.7321,1,1
1.7349,1,1
1.7378,1,1
1.7407,1,1
1.7436,1,1
1.7464,1,1
1.7493,1,1
1.7521,1,1
1.7550,1,1
1.7578,1,1
1.7607,1,1
1.7635,1,1
1.7664,1,1
1.7692,1,1
1.7720,1,1
1.7748,1,1
1.7776,1,1
1.7804,1,1
1.7833,1,1
1.7861,1,1
1.7889,1,1
1.7916,1,1
1.7944,1,1
1.7972,1,1
1.8000,1,1
1.8028,1,1
1.8055,1,1
1.8083,1,1
1.8111,1,1
1.8138,1,1
1.8166,1,1
1.8193,1,1
1.8221,1,1
1.8248,1,1
1.8276,1,1
1.8303,1,1
1.8330,1,1
1.8358,1,1
1.8385,1,1
1.8412,1,1
1.8439,1,1
1.8466,1,1
1.8493,1,1
1.8520,1,1
1.8547,1,1
1.8574,1,1
1.8601,1,1
1.8628,1,1
1.8655,1,1
1.8682,1,1
1.8708,1,1
1.8735,1,1
1.8762,1,1
1.8788,1,1
1.8815,1,1
1.8841,1,1
1.8868,1,1
1.8894,1,1
1.8921,1,1
1.8947,1,1
1.8974,1,1
1.9000,1,1
1.9026,1,1
1.9053,1,1
1.9079,1,1
1.9105,1,1
1.9131,1,1
1.9157,1,1
1.9183,1,1
1.9209,1,1
1.9235,1,1
1.9261,1,1
1.9287,1,1
1.9313,1,1
1.9339,1,1
1.9365,1,1
1.9391,1,1
1.9416,1,1
1.9442,1,1
1.9468,1,1
1.9494,1,1
1.9519,1,1
1.9545,1,1
1.9570,1,1
1.9596,1,1
1.9621,1,1
1.9647,1,1
1.9672,1,1
1.9698,1,1
1.9723,1,1
1.9748,1,1
1.9774,1,1
1.9799,1,1
1.9824,1,1
1.9849,1,1
1.9875,1,1
1.9900,1,1
1.9925,1,1
1.9950,1,1
1.9975,1,1
2.0000,1,1
