radius,betti1_Snapshot,spec1_Snapshot
0.0000,0,0.0000
0.1000,0,0.0000
0.1414,0,0.0000
0.1732,0,0.0000
0.2000,0,0.0000
0.2236,0,0.0000
0.2449,0,0.0000
0.2646,0,0.0000
0.2828,0,0.0000
0.3000,0,0.0000
0.3162,0,0.0000
0.3317,0,0.0000
0.3464,0,0.0000
0.3606,0,0.0000
0.3742,0,0.0000
0.3873,0,0.0000
0.4000,0,0.0000
0.4123,0,0.0000
0.4243,0,0.0000
0.4359,0,0.0000
0.4472,0,0.0000
0.4583,0,0.0000
0.4690,0,0.0000
0.4796,0,0.0000
0.4899,0,0.0000
0.5000,0,0.0000
0.5099,0,0.0000
0.5196,0,0.0000
0.5292,0,0.0000
0.5385,0,0.0000
0.5477,0,0.0000
0.5568,0,0.0000
0.5657,0,0.0000
0.5745,0,0.0000
0.5831,0,0.0000
0.5916,0,0.0000
0.6000,0,0.0000
0.6083,0,0.0000
0.6164,0,0.0000
0.6245,0,0.0000
0.6325,0,0.0000
0.6403,0,0.0000
0.6481,0,0.0000
0.6557,0,0.0000
0.6633,0,0.0000
0.6708,0,0.0000
0.6782,0,0.0000
0.6856,0,0.0000
0.6928,0,0.0000
0.7000,0,0.0000
0.7071,0,0.0000
0.7141,0,0.0000
0.7211,0,0.0000
0.7280,0,0.0000
0.7348,0,0.0000
0.7416,0,0.0000
0.7483,0,0.0000
0.7550,0,0.0000
0.7616,0,0.0000
0.7681,0,0.0000
0.7746,0,0.0000
0.7810,0,0.0000
0.7874,0,0.0000
0.7937,0,0.0000
0.8000,0,0.0000
0.8062,0,0.0000
0.8124,0,0.0000
0.8185,0,0.0000
0.8246,0,0.0000
0.8307,0,0.0000
0.8367,0,0.0000
0.8426,0,0.0000
0.8485,0,0.0000
0.8544,0,0.0000
0.8602,0,0.0000
0.8660,0,0.0000
0.8718,0,0.0000
0.8775,0,0.0000
0.8832,0,0.0000
0.8888,0,0.0000
0.8944,0,0.0000
0.9000,0,0.0000
0.9055,0,0.0000
0.9110,0,0.0000
0.9165,0,0.0000
0.9220,0,0.0000
0.9274,0,0.0000
0.9327,0,0.0000
0.9381,0,0.0000
0.9434,0,0.0000
0.9487,0,0.0000
0.9539,0,0.0000
0.9592,0,0.0000
0.9644,0,0.0000
0.9695,0,0.0000
0.9747,0,0.0000
0.9798,0,0.0000
0.9849,0,0.0000
0.9899,0,0.0000
0.9950,0,0.0000
1.0000,0,0.0000
1.0050,0,0.0000
1.0100,0,0.0000
1.0149,0,0.0000
1.0198,0,0.0000
1.0247,0,0.0000
1.0296,0,0.0000
1.0344,0,0.0000
1.0392,0,0.0000
1.0440,0,0.0000
1.0488,0,0.0000
1.0536,0,0.0000
1.0583,0,0.0000
1.0630,0,0.0000
1.0677,0,0.0000
1.0724,0,0.0000
1.0770,0,0.0000
1.0817,0,0.0000
1.0863,0,0.0000
1.0909,0,0.0000
1.0954,0,0.0000
1.1000,0,0.0000
1.1045,0,0.0000
1.1091,0,0.0000
1.1136,0,0.0000
1.1180,0,0.0000
1.1225,0,0.0000
1.1269,0,0.0000
1.1314,0,0.0000
1.1358,0,0.0000
1.1402,0,0.0000
1.1446,0,0.0000
1.1489,0,0.0000
1.1533,0,0.0000
1.1576,0,0.0000
